"file source","DatasetID","CountryResponsible","ResearchInstituteResponsible","PersonResponsible","PersonContact","GeneralCommentDataset","SamplingCampaign","SamplingYear","SamplingTeamName","SamplingInstitution","SamplingAttempted","DatasetReasonDisqualified","DatasetQualified","SamplingOnlineOnWebsite","SamplingDate","SamplingCoordinatesLatitude","SamplingCoordinatesLongitude","SamplingPlace","SamplingRegion","SamplingRiver","SamplingRiverSystem","SamplingParticipants","SamplingComment","ReporterTeam_AttemptedSampling","ReporterTeam_DisqualifiedReason","ReporterTeam_Qualified","ReporterTeam_Results_SourceResidents","ReporterTeam_Results_SourceVisitors","ReporterTeam_Results_SourceFlyTippers","ReporterTeam_Results_SourceIndustry","ReporterTeam_Results_SourceAgriculture","ReporterTeam_Results_SourceShipping","ReporterTeam_Results_SourceFishing","ReporterTeam_Results_Weather_Rain","ReporterTeam_Results_Weather_Storm","ReporterTeam_Results_Weather_Heat","ReporterTeam_Results_Problems_GroupC","ReporterTeam_Results_Problems_BiggestProblems","FloatingMacro_AttemptedSampling","FloatingMacro_DisqualifiedReason","FloatingMacro_Qualified","FloatingMacro_ObservationTimeInMinutes","FloatingMacro_RiverWidth","FloatingMacro_ObservedWidth","FloatingMacro_AmountOfFloatingMacrolitter","FloatingMacro_Comment","FloatingMicro_AttemptedSampling","FloatingMicro_DisqualifiedReason","FloatingMicro_Qualified","FloatingMicro_SamplingTimeInMinutes","FloatingMicro_AmountOfVERIFIEDMicroplastics","FloatingMicro_AmountOfVERIFIEDMesoplastics","FloatingMicro_Comment","FloatingFlowVelocity_AttemptedSampling","FloatingFlowVelocity_DisqualifiedReason","FloatingFlowVelocity_Qualified","FloatingFlowVelocity_FirstStick","FloatingFlowVelocity_SecondStick","FloatingFlowVelocity_ThirdStick","FloatingFlowVelocity_Comment","FloatingTime_FirstStick","FloatingTime_SecondStick","FloatingTime_ThirdStick","FloatingDistance"
"austria_verified_data_plasticpirates_autumn2022.xlsx","at_6448","austria","institute of waste management and circularity (abf-boku)","anna noichl; magdalena kraml","anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","autumn 2022",2022,"adventistische privatschule klagenfurt","adventistische privatschule klagenfurt",1,"na","1",1,"2022-11-11",46.60477,14.278,"klagenfurt","kärnten","sattnitz","danube","16","na","1","na","1","yes","yes","no","no","no","no","no","no","no","no","no problems","na","1","na","1","30","9","9","7","na","1","na","1","60","1","na","na","1","na","1","0.476190476","0.512820513","0.526315789","na","na","na","na","na"
"austria_verified_data_plasticpirates_autumn2022.xlsx","at_6463","austria","institute of waste management and circularity (abf-boku)","anna noichl; magdalena kraml","anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","autumn 2022",2022,"stitch_6b","bg schwechat",1,"na","1",1,"2022-11-21",48.1241491,16.85212111,"petronell-carnuntum","niederösterreich","donau","danube","20","na","0","na","na","na","na","na","na","na","na","na","na","na","na","na","drawing the circles was so difficult, plus they were very unrecognisable because we only had small pieces of wood. the 20 metres of group a and b ended up in the bushes.","0","na","na","na","na","na","na","na","0","na","na","na","na","na","na","0","na","na","na","na","na","na","na","na","na","na"
"austria_verified_data_plasticpirates_autumn2022.xlsx","at_6464","austria","institute of waste management and circularity (abf-boku)","anna noichl; magdalena kraml","anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","autumn 2022",2022,"bibble","bg schwechat",1,"na","1",1,"2022-11-21",48.1241491,16.85212111,"petronell-carnuntum","niederösterreich","donau","danube","20","na","0","na","na","na","na","na","na","na","na","na","na","na","na","na","na","0","na","na","na","na","na","na","na","0","na","na","na","na","na","na","0","na","na","na","na","na","na","na","na","na","na"
"austria_verified_data_plasticpirates_autumn2022.xlsx","at_6536","austria","institute of waste management and circularity (abf-boku)","anna noichl; magdalena kraml","anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","autumn 2022",2022,"gymgmunden","bg/brg gmunden",1,"na","1",1,"2022-12-07",47.927515,13.799256,"gmunden","oberösterreich","traun","danube","6","na","0","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","1","sampling period unknown","0","na","na","na","na","1","velocity <0,1m/s, only one measurement","0","0.062","na","na","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6701","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"die charlies","prework",1,"na","1",1,"2023-05-12",48.2127717,16.3762007,"schwedenplatz donaukanal","wien","donau","danube","10","na","0","na","na","na","na","na","na","na","na","na","na","na","na","na","na","0","na","na","na","na","na","na","na","1","na","1","120","1","0","na","1","na","1","0.85106383","0.752445448","0.79491256","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6703","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"gramastettner black pencils","ms gramastetten",1,"na","1",1,"2023-05-10",48.383583,14.187583,"gramastetten rodlbad","oberösterreich","große rodl","danube","20","na","1","na","1","yes","yes","possibly","possibly","possibly","no","possibly","na","na","na","na","steep and slippery slope","1","na","1","30","8","8","0","na","1","we didn't get the sampling back, only the net","0","60","na","na","na","1","na","1","1","1","0.952380952","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6718","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"bg josefstr 4n2","bg/brg st. pölten",1,"na","1",1,"2023-05-24",48.84332,15.50035,"raabs/thaya","niederösterreich","thaya","danube","23","na","1","na","1","yes","yes","na","no","no","no","no","yes","no","no","some problems","na","1","na","1","30","27.7","13.85","0","na","1","na","1","60","0","0","na","1","na","1","0.327868852","0.307692308","0.307692308","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6719","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"bg josefstr 4n1","bg/brg st. pölten",1,"na","1",1,"2023-05-24",48.846469,15.493286,"raabs/thaya","niederösterreich","thaya","danube","24","na","1","na","1","yes","yes","no","yes","no","no","possibly","yes","no","no","some problems","working together as a team","1","na","1","30","27.7","13.85","2","na","1","na","1","60","1","0","na","1","na","1","0.27027027","0.307692308","0.285714286","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6741","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"plastic planet","bg neusiedl",1,"na","1",1,"2023-05-15",48.0126,16.9939,"gattendorf","burgenland","leitha","danube","22","na","1","na","1","yes","yes","possibly","yes","yes","no","possibly","yes","yes","no","no problems","na","1","na","1","60","18.49","20","0","na","1","na","1","60","7","2","na","1","average flow velocity is > 1.0 m/s","0","1.176470588","1.666666667","1.052631579","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6743","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"brg schloss wagrain 3b","brg schloss wagrain",1,"na","1",1,"2023-06-02",47.99862,13.68495,"vöcklabruck","kärnten","ager","danube","26","sampling coordinates corrected after talking to contact person","1","na","1","no","yes","possibly","no","no","no","no","no","no","no","some problems","no bridge, where we could fix the net","1","na","1","60","26.7","26.7","0","na","1","na","1","60","3","1","na","1","average flow velocity is > 1.0 m/s","0","1.623376623","1.610305958","1.759014952","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6746","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"pfadfindergruppe 10/48","pfadfindergruppe 10/48",1,"na","1",1,"2023-06-02",48.154389,16.321478,"fußgängerbrücke tuschlgass/steinseeweg 1230 wien","wien","liesing","danube","7","na","0","na","na","na","na","na","na","na","na","na","na","na","na","na","na","0","na","na","na","na","na","na","na","1","sampling period unknown","0","0","na","na","na","1","na","1","1","1","na","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6747","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"grg17 geblergasse","grg 17 geblergasse",1,"na","1",1,"2023-06-20",48.2445145,16.3955675,"wien","wien","neue donau","danube","24","na","1","na","1","no","yes","possibly","no","no","yes","no","yes","no","yes","some problems","instruction wasn't understandable","1","na","1","45","180","40","2","na","1","na","1","65","0","0","na","1","average flow velocity is < 0.1 m/s","0","0.061","0.064","0.073","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6751","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"kollegium kalksburg","kollegium kalksburg",1,"na","1",1,"2023-06-16",48.136578,16.241279,"promenadeweg","wien","liesing","danube","12","na","1","na","1","yes","yes","no","no","possibly","no","no","no","no","yes","some problems","low waterlevel","1","na","1","30","2","1","0","na","1","na","0","30","na","na","na","1","na","1","0.465116279","0.487804878","0.454545455","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6755","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"borg egg - team markus","borg egg",1,"na","1",1,"2023-06-22",47.42645238,9.885644323,"egg, junkerau","vorarlberg","bregenzerach","rhine","14","na","0","na","na","na","na","na","na","na","na","na","na","na","na","na","na","1","na","1","60","19.4","19.4","0","na","1","na","1","60","0","0","na","1","na","1","0.925925926","0.917431193","0.980392157","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6756","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"fms3","fachmittelschule 3",1,"na","1",1,"2023-06-12",48.16786,16.49748,"donauinsel","wien","donau","danube","18","na","1","na","1","possibly","yes","possibly","yes","no","yes","yes","yes","yes","no","no problems","waste in trees and bushes","1","na","1","60","285","10","0","na","1","na","1","60","0","0","na","1","na","1","0.206185567","0.333333333","0.294117647","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6757","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"brg seestadt","brg seestadt",1,"na","1",1,"2023-06-26",48.223442,16.368746,"wien","wien","donaukanal","danube","20","na","1","na","1","yes","yes","possibly","possibly","no","no","no","yes","yes","yes","some problems","there was to much waste","1","na","1","60","99","50","0","na","1","na","1","60","0","1","na","1","average flow velocity is > 1.0 m/s","0","0.8","1.25","1.428571429","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6759","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"htl dornbirn 1afc","htl dornbirn",1,"na","1",1,"2023-06-28",47.42755,9.72156,"dornbirn, furt","vorarlberg","dornbirner ache","rhine","17","na","1","na","1","no","yes","no","no","no","no","no","no","yes","yes","some problems","no scale, low flow velocity","1","na","1","60","20","20","0","na","1","na","1","60","0","0","sampling lost","1","average flow velocity is < 0.1 m/s; standard deviation from replicates divided by the average of the three measurements is >0.3","0","0.023","0.03","0.014","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6760","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"brg6 marchettigasse 2d","brg 6 marchettigasse",1,"na","1",1,"2023-06-27",48.206127,16.232443,"wolf in der au","wien","wienfluss","danube","22","na","0","na","na","na","na","na","na","na","na","na","na","na","na","na","na","0","na","na","na","na","na","na","na","0","na","na","na","na","na","na","0","na","na","na","na","na","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6761","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"bg/brg purkersdorf","bg/brg purkersdorf",1,"na","1",1,"2023-04-26",48.205022,16.174887,"purkersdorf","niederösterreich","wienfluss","danube","27","na","1","na","1","yes","yes","no","no","no","no","no","no","no","no","no problems","steep and overgrown slope","1","na","1","30","8","8","0","na","1","na","1","60","2","0","na","1","na","1","0.584210526","0.435294118","0.672727273","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6763","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"4a-bg rebberggasse","bundesgymnasium feldkirch",1,"na","1",1,"2023-06-28",47.28750852,9.635605929,"röthis","vorarlberg","frutz","rhine","19","na","1","na","1","no","yes","yes","yes","no","no","no","no","no","yes","no problems","na","1","na","1","100","15","na","0","na","1","na","1","90","0","0","na","1","na","1","0.666666667","0.476190476","0.625","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6765","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"adventistische privatschule klagenfurt","adventistische privatschule",1,"na","1",1,"2023-06-30",46.604803,14.278174,"klagenfurt","kärnten","sattnitz","danube","10","na","1","na","1","yes","yes","yes","no","no","no","yes","yes","no","yes","no problems","problems with the net","1","na","1","30","8.5","8.5","3","na","1","na","0","30","0","0","na","1","average flow velocity is > 1.0 m/s","0","1.038961039","1.039068994","1.041305102","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6767","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"contiweg","wms/ahs contiweg",1,"na","1",1,"2023-06-22",48.209022,16.439306,"donaustadtbrücke donauinsel","wien","neue donau","danube","22","na","1","na","1","possibly","possibly","no","no","possibly","no","yes","yes","yes","yes","some problems","na","0","na","na","na","120","120","na","na","1","na","1","60","0","0","na","1","na","1","0.148148148","0.115606936","0.125","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6768","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"htl mödling 1b","htl mödling",1,"na","1",1,"2023-06-28",48.134435,16.284613,"bahnhof liesing wien","wien","liesing","danube","na","number of participants not given","0","na","na","na","na","na","na","na","na","na","na","na","na","na","na","1","na","1","88","10","10","0","na","1","sampling period < 60 min","0","2","na","na","na","1","na","1","0.168067227","0.19047619","0.178571429","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6772","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"die klimabesten","ahs heustadelgasse",1,"sampling coordinates not precise enough","0",1,"2023-05-31",48.20463943,16.47977066,"mühlwasserpromenade","wien","mühlwasser, donau","danube","25","na","1","na","1","possibly","yes","no","yes","no","no","no","no","no","yes","no problems","na","1","na","1","110","25","20","0","na","1","sampling coordinates not precise enough","0","60","5","1","na","1","na","1","0.117647059","0.122699387","0.110497238","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6773","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"1b tsms pettenbach","tsms pettenbach",1,"sampling coordinates not precise enough","0",1,"2023-06-30",47.87548563,13.9400157,"almfluss zwischen steinbachbrücke und pettenbach, oö","oberösterreich","almfluss oö, almtal","danube","23","na","1","na","1","na","yes","na","na","na","na","na","na","yes","yes","na","na","1","na","1","30","9","9","0","na","0","na","na","na","0","na","na","1","na","1","0.64516129","0.465116279","0.689655172","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6775","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"2 cäsar","ahs heustadelgasse",1,"sampling coordinates not precise enough","0",1,"2023-05-31",48.200703,16.47583,"mülwasserpromenade, westlich biberhaufenweg","wien","mühlwasser, donau","danube","24","na","1","na","1","yes","yes","no","no","possibly","no","no","no","no","yes","some problems","division of work and playing by the rules","0","na","na","na","na","na","na","na","1","sampling period unknown; coordinates not precise enough","0","0","na","na","na","0","na","na","na","na","na","na","na","na","na","na"
"austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx","at_6776","austria","institute of waste management and circularity (abf-boku)","gudrun obersteiner; anna noichl; magdalena kraml","gudrun.obersteiner@boku.ac.at; anna.noichl@boku.ac.at; magdalena.kraml@boku.ac.at","na","spring 2023",2023,"trashpirates","ahs heustadelgaase",1,"na","1",1,"2023-05-31",48.20737,16.47601,"mühlwasserpromenade, westlich biberhaufenweg","wien","mühlwasser, donau","danube","26","na","1","na","1","yes","yes","possibly","possibly","possibly","no","no","no","no","yes","no problems","na","1","na","1","60","30","20","0","na","1","na","1","60","23","1","na","1","na","1","0.117647059","0.16","0.089","na","na","na","na","na"
